instance,insertion,first,random,mid,median 3,median 3 random,median 9,median 9 random,dual pivot
1186-500000,SAT:3106.99:3106.99:3106.99:0,SAT:0.57:0.57:0.57:0,SAT:0.61:0.61:0.61:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.71:0.71:0.71:0,SAT:0.4:0.4:0.4:0
1187-500000,SAT:3106.13:3106.13:3106.13:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.71:0.71:0.71:0,SAT:0.39:0.39:0.39:0
1188-500000,SAT:3109.65:3109.65:3109.65:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.71:0.71:0.71:0,SAT:0.4:0.4:0.4:0
1189-500000,SAT:3106.38:3106.38:3106.38:0,SAT:0.59:0.59:0.59:0,SAT:0.6:0.6:0.6:0,SAT:0.59:0.59:0.59:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.62:0.62:0.62:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1190-500000,SAT:3106.21:3106.21:3106.21:0,SAT:0.59:0.59:0.59:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.67:0.67:0.67:0,SAT:0.62:0.62:0.62:0,SAT:0.7:0.7:0.7:0,SAT:0.4:0.4:0.4:0
1191-500000,SAT:3108.34:3108.34:3108.34:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.62:0.62:0.62:0,SAT:0.71:0.71:0.71:0,SAT:0.38:0.38:0.38:0
1192-500000,SAT:3107.28:3107.28:3107.28:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.71:0.71:0.71:0,SAT:0.39:0.39:0.39:0
1193-500000,SAT:3106.92:3106.92:3106.92:0,SAT:0.57:0.57:0.57:0,SAT:0.61:0.61:0.61:0,SAT:0.59:0.59:0.59:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.71:0.71:0.71:0,SAT:0.39:0.39:0.39:0
1194-500000,SAT:3106.85:3106.85:3106.85:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.59:0.59:0.59:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.71:0.71:0.71:0,SAT:0.39:0.39:0.39:0
1195-500000,SAT:3106.48:3106.48:3106.48:0,SAT:0.59:0.59:0.59:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.62:0.62:0.62:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1196-500000,SAT:3106.91:3106.91:3106.91:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.58:0.58:0.58:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1197-500000,SAT:3107.59:3107.59:3107.59:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.4:0.4:0.4:0
1198-500000,SAT:3106.36:3106.36:3106.36:0,SAT:0.59:0.59:0.59:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.71:0.71:0.71:0,SAT:0.4:0.4:0.4:0
1199-500000,SAT:3109.88:3109.88:3109.88:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1200-500000,SAT:3107.19:3107.19:3107.19:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.71:0.71:0.71:0,SAT:0.39:0.39:0.39:0
1201-500000,SAT:3105.73:3105.73:3105.73:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1202-500000,SAT:3105.61:3105.61:3105.61:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.69:0.69:0.69:0,SAT:0.4:0.4:0.4:0
1203-500000,SAT:3104.0:3104.0:3104.0:0,SAT:0.59:0.59:0.59:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.38:0.38:0.38:0
1204-500000,SAT:3105.11:3105.11:3105.11:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1205-500000,SAT:3103.7:3103.7:3103.7:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.69:0.69:0.69:0,SAT:0.4:0.4:0.4:0
1206-500000,SAT:3103.45:3103.45:3103.45:0,SAT:0.59:0.59:0.59:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.58:0.58:0.58:0,SAT:0.68:0.68:0.68:0,SAT:0.6:0.6:0.6:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1207-500000,SAT:3103.98:3103.98:3103.98:0,SAT:0.58:0.58:0.58:0,SAT:0.61:0.61:0.61:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.4:0.4:0.4:0
1208-500000,SAT:3104.35:3104.35:3104.35:0,SAT:0.58:0.58:0.58:0,SAT:0.61:0.61:0.61:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1209-500000,SAT:3103.23:3103.23:3103.23:0,SAT:0.6:0.6:0.6:0,SAT:0.6:0.6:0.6:0,SAT:0.59:0.59:0.59:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.6:0.6:0.6:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1210-500000,SAT:3103.39:3103.39:3103.39:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.38:0.38:0.38:0
1211-500000,SAT:3103.98:3103.98:3103.98:0,SAT:0.6:0.6:0.6:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1212-500000,SAT:3103.49:3103.49:3103.49:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.6:0.6:0.6:0,SAT:0.71:0.71:0.71:0,SAT:0.39:0.39:0.39:0
1213-500000,SAT:3105.8:3105.8:3105.8:0,SAT:0.57:0.57:0.57:0,SAT:0.61:0.61:0.61:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.38:0.38:0.38:0
1214-500000,SAT:3103.96:3103.96:3103.96:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.6:0.6:0.6:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1215-500000,SAT:3103.2:3103.2:3103.2:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1216-500000,SAT:3103.56:3103.56:3103.56:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.4:0.4:0.4:0
1217-500000,SAT:3103.22:3103.22:3103.22:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.66:0.66:0.66:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1218-500000,SAT:3103.49:3103.49:3103.49:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.6:0.6:0.6:0,SAT:0.7:0.7:0.7:0,SAT:0.4:0.4:0.4:0
1219-500000,SAT:3104.61:3104.61:3104.61:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1220-500000,SAT:3104.28:3104.28:3104.28:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.6:0.6:0.6:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1221-500000,SAT:3102.92:3102.92:3102.92:0,SAT:0.59:0.59:0.59:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.58:0.58:0.58:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1222-500000,SAT:3103.62:3103.62:3103.62:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.58:0.58:0.58:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1223-500000,SAT:3103.47:3103.47:3103.47:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.56:0.56:0.56:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.69:0.69:0.69:0,SAT:0.4:0.4:0.4:0
1224-500000,SAT:3103.42:3103.42:3103.42:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1225-500000,SAT:3103.77:3103.77:3103.77:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.59:0.59:0.59:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.38:0.38:0.38:0
1226-500000,SAT:3103.56:3103.56:3103.56:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.58:0.58:0.58:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.38:0.38:0.38:0
1227-500000,SAT:3104.37:3104.37:3104.37:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1228-500000,SAT:3104.28:3104.28:3104.28:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.4:0.4:0.4:0
1229-500000,SAT:3105.08:3105.08:3105.08:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.4:0.4:0.4:0
1230-500000,SAT:3103.82:3103.82:3103.82:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1231-500000,SAT:3104.26:3104.26:3104.26:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1232-500000,SAT:3103.83:3103.83:3103.83:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.66:0.66:0.66:0,SAT:0.6:0.6:0.6:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1233-500000,SAT:3104.05:3104.05:3104.05:0,SAT:0.59:0.59:0.59:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.58:0.58:0.58:0,SAT:0.67:0.67:0.67:0,SAT:0.6:0.6:0.6:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1234-500000,SAT:3104.67:3104.67:3104.67:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1235-500000,SAT:3104.53:3104.53:3104.53:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1236-500000,SAT:3103.98:3103.98:3103.98:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.58:0.58:0.58:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.4:0.4:0.4:0
1237-500000,SAT:3103.28:3103.28:3103.28:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1238-500000,SAT:3104.76:3104.76:3104.76:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.58:0.58:0.58:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.71:0.71:0.71:0,SAT:0.39:0.39:0.39:0
1239-500000,SAT:3105.29:3105.29:3105.29:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1240-500000,SAT:3104.53:3104.53:3104.53:0,SAT:0.57:0.57:0.57:0,SAT:0.61:0.61:0.61:0,SAT:0.56:0.56:0.56:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.6:0.6:0.6:0,SAT:0.7:0.7:0.7:0,SAT:0.4:0.4:0.4:0
1241-500000,SAT:3104.98:3104.98:3104.98:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.38:0.38:0.38:0
1242-500000,SAT:3104.57:3104.57:3104.57:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1243-500000,SAT:3105.16:3105.16:3105.16:0,SAT:0.59:0.59:0.59:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1244-500000,SAT:3104.94:3104.94:3104.94:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.71:0.71:0.71:0,SAT:0.39:0.39:0.39:0
1245-500000,SAT:3105.56:3105.56:3105.56:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.38:0.38:0.38:0
1246-500000,SAT:3105.09:3105.09:3105.09:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1247-500000,SAT:3105.28:3105.28:3105.28:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.38:0.38:0.38:0
1248-500000,SAT:3105.51:3105.51:3105.51:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.62:0.62:0.62:0,SAT:0.7:0.7:0.7:0,SAT:0.38:0.38:0.38:0
1249-500000,SAT:3105.78:3105.78:3105.78:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.71:0.71:0.71:0,SAT:0.39:0.39:0.39:0
1250-500000,SAT:3105.27:3105.27:3105.27:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1251-500000,SAT:3105.63:3105.63:3105.63:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1252-500000,SAT:3108.04:3108.04:3108.04:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.71:0.71:0.71:0,SAT:0.39:0.39:0.39:0
1253-500000,SAT:3105.45:3105.45:3105.45:0,SAT:0.6:0.6:0.6:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.4:0.4:0.4:0
1254-500000,SAT:3105.06:3105.06:3105.06:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.62:0.62:0.62:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1255-500000,SAT:3105.9:3105.9:3105.9:0,SAT:0.58:0.58:0.58:0,SAT:0.61:0.61:0.61:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.4:0.4:0.4:0
1256-500000,SAT:3106.42:3106.42:3106.42:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.59:0.59:0.59:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.4:0.4:0.4:0
1257-500000,SAT:3105.42:3105.42:3105.42:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.71:0.71:0.71:0,SAT:0.39:0.39:0.39:0
1258-500000,SAT:3105.47:3105.47:3105.47:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.4:0.4:0.4:0
1259-500000,SAT:3104.66:3104.66:3104.66:0,SAT:0.59:0.59:0.59:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.38:0.38:0.38:0
1260-500000,SAT:3107.03:3107.03:3107.03:0,SAT:0.57:0.57:0.57:0,SAT:0.61:0.61:0.61:0,SAT:0.58:0.58:0.58:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.62:0.62:0.62:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1261-500000,SAT:3108.12:3108.12:3108.12:0,SAT:0.58:0.58:0.58:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.71:0.71:0.71:0,SAT:0.38:0.38:0.38:0
1262-500000,SAT:3105.24:3105.24:3105.24:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.58:0.58:0.58:0,SAT:0.58:0.58:0.58:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1263-500000,SAT:3104.76:3104.76:3104.76:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.68:0.68:0.68:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.39:0.39:0.39:0
1264-500000,SAT:3104.2:3104.2:3104.2:0,SAT:0.58:0.58:0.58:0,SAT:0.61:0.61:0.61:0,SAT:0.57:0.57:0.57:0,SAT:0.6:0.6:0.6:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.71:0.71:0.71:0,SAT:0.4:0.4:0.4:0
1265-500000,SAT:3105.4:3105.4:3105.4:0,SAT:0.58:0.58:0.58:0,SAT:0.61:0.61:0.61:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.62:0.62:0.62:0,SAT:0.7:0.7:0.7:0,SAT:0.4:0.4:0.4:0
1266-500000,SAT:3105.71:3105.71:3105.71:0,SAT:0.57:0.57:0.57:0,SAT:0.61:0.61:0.61:0,SAT:0.57:0.57:0.57:0,SAT:0.59:0.59:0.59:0,SAT:0.67:0.67:0.67:0,SAT:0.61:0.61:0.61:0,SAT:0.7:0.7:0.7:0,SAT:0.4:0.4:0.4:0
